"Creado el","Empresa","Fin de prefijo de código","Inicio de prefijo de código","Nombre"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.38","601.38","Honorarios a personas morales residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.39","601.39","Honorarios a personas morales residentes nacionales partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.40","601.40","Honorarios a personas morales residentes del extranjero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.41","601.41","Honorarios a personas morales residentes del extranjero partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.42","601.42","Honorarios aduanales personas físicas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.43","601.43","Honorarios aduanales personas morales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.44","601.44","Honorarios al consejo de administración"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.45","601.45","Arrendamiento a personas físicas residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.46","601.46","Arrendamiento a personas morales residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.47","601.47","Arrendamiento a residentes del extranjero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.48","601.48","Combustibles y lubricantes"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.49","601.49","Viáticos y gastos de viaje"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.50","601.50","Teléfono, internet"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.51","601.51","Agua"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.52","601.52","Energía eléctrica"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.53","601.53","Vigilancia y seguridad"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.54","601.54","Limpieza"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.55","601.55","Papelería y artículos de oficina"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.56","601.56","Mantenimiento y conservación"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.57","601.57","Seguros y fianzas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.58","601.58","Otros impuestos y derechos"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.59","601.59","Recargos fiscales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.60","601.60","Cuotas y suscripciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.61","601.61","Propaganda y publicidad"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.62","601.62","Capacitación al personal"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.63","601.63","Donativos y ayudas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.64","601.64","Asistencia técnica"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.65","601.65","Regalías sujetas a otros porcentajes"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.66","601.66","Regalías sujetas al 5%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.67","601.67","Regalías sujetas al 10%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.68","601.68","Regalías sujetas al 15%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.69","601.69","Regalías sujetas al 25%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.70","601.70","Regalías sujetas al 30%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.71","601.71","Regalías sin retención"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.72","601.72","Fletes y acarreos"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.73","601.73","Gastos de importación"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.74","601.74","Comisiones sobre ventas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.75","601.75","Comisiones por tarjetas de crédito"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.76","601.76","Patentes y marcas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.77","601.77","Uniformes"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.78","601.78","Prediales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.79","601.79","Gastos generales de urbanización"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.80","601.80","Gastos generales de construcción"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.81","601.81","Fletes del extranjero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.82","601.82","Recolección de bienes del sector agropecuario y/o ganadero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.83","601.83","Gastos no deducibles (sin requisitos fiscales)"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","601.84","601.84","Otros gastos generales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602","602","Costo de venta"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.01","602.01","Sueldos y Salarios"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.02","602.02","Compensaciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.03","602.03","Tiempos extras"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.04","602.04","Premios de asistencia"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.05","602.05","Premios de puntualidad"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.06","602.06","Vacaciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.07","602.07","Prima vacacional"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.08","602.08","Prima dominical"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.09","602.09","Días festivos"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.10","602.10","Gratificaciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.11","602.11","Primas de antigüedad"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.12","602.12","Aguinaldo"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.13","602.13","Indemnizaciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.14","602.14","Destajo"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.15","602.15","Despensa"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.16","602.16","Transporte"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.17","602.17","Servicio médico"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.18","602.18","Ayuda en gastos funerarios"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.19","602.19","Fondo de ahorro"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.20","602.20","Cuotas sindicales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.21","602.21","PTU"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.22","602.22","Estímulo al personal"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.23","602.23","Previsión social"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.24","602.24","Aportaciones para el plan de jubilación"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.25","602.25","Otras prestaciones al personal"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.26","602.26","Cuotas al IMSS"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.27","602.27","Aportaciones al infonavit"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.28","602.28","Aportaciones al SAR"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.29","602.29","Impuesto estatal sobre nóminas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.30","602.30","Otras aportaciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.31","602.31","Asimilados a salarios"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.32","602.32","Servicios administrativos"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.33","602.33","Servicios administrativos partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.34","602.34","Honorarios a personas físicas residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.35","602.35","Honorarios a personas físicas residentes nacionales partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.36","602.36","Honorarios a personas físicas residentes del extranjero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.37","602.37","Honorarios a personas físicas residentes del extranjero partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.38","602.38","Honorarios a personas morales residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.39","602.39","Honorarios a personas morales residentes nacionales partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.40","602.40","Honorarios a personas morales residentes del extranjero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.41","602.41","Honorarios a personas morales residentes del extranjero partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.42","602.42","Honorarios aduanales personas físicas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.43","602.43","Honorarios aduanales personas morales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.44","602.44","Honorarios al consejo de administración"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.45","602.45","Arrendamiento a personas físicas residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.46","602.46","Arrendamiento a personas morales residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.47","602.47","Arrendamiento a residentes del extranjero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.48","602.48","Combustibles y lubricantes"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.49","602.49","Viáticos y gastos de viaje"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.50","602.50","Teléfono, internet"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.51","602.51","Agua"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.52","602.52","Energía eléctrica"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.53","602.53","Vigilancia y seguridad"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.54","602.54","Limpieza"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.55","602.55","Papelería y artículos de oficina"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.56","602.56","Mantenimiento y conservación"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.57","602.57","Seguros y fianzas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.58","602.58","Otros impuestos y derechos"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.59","602.59","Recargos fiscales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.60","602.60","Cuotas y suscripciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.61","602.61","Propaganda y publicidad"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.62","602.62","Capacitación al personal"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.63","602.63","Donativos y ayudas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.64","602.64","Asistencia técnica"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.65","602.65","Regalías sujetas a otros porcentajes"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.66","602.66","Regalías sujetas al 5%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.67","602.67","Regalías sujetas al 10%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.68","602.68","Regalías sujetas al 15%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.69","602.69","Regalías sujetas al 25%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.70","602.70","Regalías sujetas al 30%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.71","602.71","Regalías sin retención"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.72","602.72","Fletes y acarreos"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.73","602.73","Gastos de importación"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.74","602.74","Comisiones sobre ventas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.75","602.75","Comisiones por tarjetas de crédito"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.76","602.76","Patentes y marcas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.77","602.77","Uniformes"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.78","602.78","Prediales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.79","602.79","Gastos de venta de urbanización"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.80","602.80","Gastos de venta de construcción"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.81","602.81","Fletes del extranjero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.82","602.82","Recolección de bienes del sector agropecuario y/o ganadero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.83","602.83","Gastos no deducibles (sin requisitos fiscales)"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","602.84","602.84","Otros gastos de venta"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603","603","Gastos de administración"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.01","603.01","Sueldos y Salarios"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.02","603.02","Compensaciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.03","603.03","Tiempos extras"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.04","603.04","Premios de asistencia"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.05","603.05","Premios de puntualidad"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.06","603.06","Vacaciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.07","603.07","Prima vacacional"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.08","603.08","Prima dominical"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.09","603.09","Días festivos"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.10","603.10","Gratificaciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.11","603.11","Primas de antigüedad"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.12","603.12","Aguinaldo"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.13","603.13","Indemnizaciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.14","603.14","Destajo"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.15","603.15","Despensa"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.16","603.16","Transporte"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.17","603.17","Servicio médico"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.18","603.18","Ayuda en gastos funerarios"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.19","603.19","Fondo de ahorro"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.20","603.20","Cuotas sindicales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.21","603.21","PTU"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.22","603.22","Estímulo al personal"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.23","603.23","Previsión social"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.24","603.24","Aportaciones para el plan de jubilación"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.25","603.25","Otras prestaciones al personal"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.26","603.26","Cuotas al IMSS"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.27","603.27","Aportaciones al infonavit"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.28","603.28","Aportaciones al SAR"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.29","603.29","Impuesto estatal sobre nóminas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.30","603.30","Otras aportaciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.31","603.31","Asimilados a salarios"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.32","603.32","Servicios administrativos"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.33","603.33","Servicios administrativos partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.34","603.34","Honorarios a personas físicas residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.35","603.35","Honorarios a personas físicas residentes nacionales partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.36","603.36","Honorarios a personas físicas residentes del extranjero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.37","603.37","Honorarios a personas físicas residentes del extranjero partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.38","603.38","Honorarios a personas morales residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.39","603.39","Honorarios a personas morales residentes nacionales partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.40","603.40","Honorarios a personas morales residentes del extranjero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.41","603.41","Honorarios a personas morales residentes del extranjero partes relacionadas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.42","603.42","Honorarios aduanales personas físicas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.43","603.43","Honorarios aduanales personas morales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.44","603.44","Honorarios al consejo de administración"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.45","603.45","Arrendamiento a personas físicas residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.46","603.46","Arrendamiento a personas morales residentes nacionales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.47","603.47","Arrendamiento a residentes del extranjero"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.48","603.48","Combustibles y lubricantes"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.49","603.49","Viáticos y gastos de viaje"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.50","603.50","Teléfono, internet"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.51","603.51","Agua"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.52","603.52","Energía eléctrica"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.53","603.53","Vigilancia y seguridad"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.54","603.54","Limpieza"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.55","603.55","Papelería y artículos de oficina"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.56","603.56","Mantenimiento y conservación"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.57","603.57","Seguros y fianzas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.58","603.58","Otros impuestos y derechos"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.59","603.59","Recargos fiscales"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.60","603.60","Cuotas y suscripciones"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.61","603.61","Propaganda y publicidad"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.62","603.62","Capacitación al personal"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.63","603.63","Donativos y ayudas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.64","603.64","Asistencia técnica"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.65","603.65","Regalías sujetas a otros porcentajes"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.66","603.66","Regalías sujetas al 5%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.67","603.67","Regalías sujetas al 10%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.68","603.68","Regalías sujetas al 15%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.69","603.69","Regalías sujetas al 25%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.70","603.70","Regalías sujetas al 30%"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.71","603.71","Regalías sin retención"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.72","603.72","Fletes y acarreos"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.73","603.73","Gastos de importación"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.74","603.74","Patentes y marcas"
"2025-05-05 11:32:31","R&B PROYECTOS ESTRATEGICOS Y ECONOMIA SC","603.75","603.75","Uniformes"
